ticker,super_score_4d,tier,vcp_score,insiders_score,sector_score,institutional_score,num_whales,top_whales,next_earnings,days_to_earnings,sector_name,sector_momentum,tier_boost,dj_ticker,current_price,price_target,upside_percent,analyst_target,analyst_upside,num_analysts,fundamental_score,pe_ratio,peg_ratio,fcf_yield,roe,revenue_growth,entry_score,entry_bonus,super_score_5d
ALIT,45.0,🔵 MODERADA,0.0,100,77.81,40.078831446,4,"Appaloosa Management (David Tepper), Appaloosa Management (David Tepper), Appaloosa Management (David Tepper)",2026-02-19,11.0,Technology,improving,3,DJUSTC,1.315,2.93,123.07,4.41667,235.86844106463877,6,20.0,,,38.141130819760846,-0.66856,-0.04,0.0,0,48.0
PODD,43.6,🔵 MODERADA,70.16666666666667,50,49.96,0.0,0,,2026-02-18,10.0,Healthcare,improving,0,DJUSHC,246.48,221.94,-9.95,369.64,49.96754300551769,25,50.0,72.070175,,1.2411131075590083,0.19679001,0.299,10.0,0,43.6
HYMC,35.0,🔵 MODERADA,0.0,100,79.09,0.0,0,,2026-03-04,24.0,Basic Materials,stable,3,DJUSBS,34.5,37.95,10.0,,,0,12.5,,,-1.1715423620837955,-3.7460501,,60.0,3,41.0
NWFL,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-23,74.0,Financial Services,declining,0,DJUSFI,32.015,34.11,6.54,33.0,3.0766828049351824,1,50.0,10.636212,,,0.12182,,90.0,5,40.0
CCFN,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,60.54,75.68,25.01,,,0,75.0,8.837956,,,0.13498001,0.227,100.0,5,40.0
SRZN,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,24.75,31.95,29.08,36.66667,48.14816161616162,3,16.67,,,-4.1854497807023,,-0.902,100.0,5,40.0
ISBA,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,51.87,57.73,11.31,54.0,4.106419895893576,1,37.5,20.261719,,,0.08563,0.143,80.0,5,40.0
CBKM,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,26.0,30.99,19.19,,,0,62.5,8.580858,,,0.122480005,0.169,90.0,5,40.0
ABT,40.0,🔵 MODERADA,0.0,90,49.96,30.016092209,3,"Bridgewater Associates (Ray Dalio), BlackRock, BlackRock",2026-04-15,66.0,Healthcare,improving,0,DJUSHC,112.0075,128.3,14.55,133.3892,19.089525255005245,25,33.33,30.109543,,,0.13158,0.044,10.0,0,40.0
AVO,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,2026-03-09,29.0,Consumer Defensive,improving,0,DJUSFB,14.4555,12.95,-10.39,17.33333,19.908201030749527,3,25.0,27.274529,,3.359318941365166,0.06767,-0.1,90.0,5,40.0
CMTV,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,31.95,36.39,13.9,,,0,75.0,10.721477,,,0.16028,0.14,90.0,5,40.0
BUKS,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,3.21,4.36,35.96,,,0,55.0,12.84,,7.6579862637721705,0.25355,0.089,100.0,5,40.0
SPG,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-02-02,-6.0,Real Estate,improving,0,DJUSRE,201.19,211.53,5.14,201.75,0.2783438540682859,20,43.75,14.198306,,,1.04109,0.131,80.0,5,40.0
CR,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2026-01-26,-13.0,Industrials,stable,0,DJUSIG,203.065,211.43,4.12,218.77779,7.73781301553691,9,40.0,35.94071,,-6.426497635352921,0.17908001,0.068,80.0,5,40.0
SLGL,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-20,-80.0,Healthcare,improving,0,DJUSHC,69.7,93.34,33.91,110.0,57.819225251076034,1,25.0,,,,-0.29591,-0.925,90.0,5,40.0
ALMS,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-13,-87.0,Healthcare,improving,0,DJUSHC,26.91,33.42,24.21,37.25,38.42437755481234,8,25.0,,,-5.685292298703678,-0.66876,,100.0,5,40.0
CBC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-28,79.0,Financial Services,declining,0,DJUSFI,24.75,30.02,21.29,29.1,17.575757575757578,5,75.0,17.805756,,,0.11338,0.321,80.0,5,40.0
PRPO,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,23.72,16.52,-30.36,,,0,30.0,,,1.8414199240167937,-0.09761,0.299,80.0,5,40.0
AVBC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,19.34,21.63,11.87,22.0,13.753877973112715,1,37.5,,,,-0.01148,0.139,100.0,5,40.0
SPRU,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2025-11-11,-89.0,Technology,improving,3,DJUSTC,4.5,4.95,10.0,,,0,20.0,,,-15.972074227890332,-0.17415,0.437,55.0,1,39.0
TOFB,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,,,Consumer Defensive,improving,0,DJUSFB,0.77,1.8,133.77,,,0,40.0,,,15.201516800164502,-0.20905,-0.04,70.0,3,38.0
PSQH,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
Q,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2026-02-26,18.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
YYAI,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,1.08,1.19,10.19,,,0,33.33,0.23076925,,,,-0.083,0.0,0,38.0
WYY,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2025-11-13,-87.0,Technology,improving,3,DJUSTC,4.9702,7.4,48.92,9.33333,87.78580338819364,3,30.0,,,17.24643034841557,-0.17366,0.043,30.0,0,38.0
WBI,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2026-03-16,36.0,Energy,improving,0,DJUSEN,24.94,27.94,12.02,28.44444,14.051483560545307,9,58.33,,,,,0.372,70.0,3,38.0
GLSI,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-18,-82.0,Healthcare,improving,0,DJUSHC,25.845,37.97,46.89,47.5,83.78796672470499,2,16.67,,,-0.37903925974813457,-5.43434,,70.0,3,38.0
FIS,35.0,🔵 MODERADA,0.0,90,77.81,10.000249894,1,Tiger Global Management,2026-02-10,2.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
AUID,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2025-11-12,-88.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
ADTN,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2026-02-25,17.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
THM,35.0,🔵 MODERADA,0.0,100,79.09,0.0,0,,,,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,38.0
BLND,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
SCKT,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
MYSZ,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
GRND,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
MSTR,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2026-04-30,81.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
RPD,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2026-02-10,2.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
AISP,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2025-11-17,-83.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
GLOO,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2025-12-17,-53.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
SVCO,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2025-11-12,-88.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
SPT,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2026-02-26,18.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
LSAK,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2026-02-04,-4.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
USAR,35.0,🔵 MODERADA,0.0,100,79.09,0.0,0,,,,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,38.0
IAUX,35.0,🔵 MODERADA,0.0,100,79.09,0.0,0,,2025-11-12,-88.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,38.0
PDYN,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2025-11-12,-88.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
GLGI,35.0,🔵 MODERADA,0.0,100,79.09,0.0,0,,,,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,38.0
CE,35.0,🔵 MODERADA,0.0,100,79.09,0.0,0,,2026-02-17,9.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,38.0
FRD,35.0,🔵 MODERADA,0.0,100,79.09,0.0,0,,2026-02-09,1.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,38.0
SCND,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
AMR,35.0,🔵 MODERADA,0.0,100,79.09,0.0,0,,2026-02-27,19.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,38.0
LCGMF,35.0,🔵 MODERADA,0.0,100,79.09,0.0,0,,,,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,38.0
CNTM,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
INTZ,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2025-11-11,-89.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
ASTS,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2026-03-02,22.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
SQNS,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,3.065,7.94,158.89,12.5,307.8303425774878,4,5.0,0.25952584,,-537.3372747464765,-0.18169,-0.37,0.0,0,38.0
NAVN,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2025-12-15,-55.0,Technology,improving,3,DJUSTC,10.26,17.73,72.79,24.16667,135.5425925925926,12,66.67,,,,,0.29,0.0,0,38.0
BMNM,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,2.9,3.19,10.0,,,0,37.5,32.22222,,,0.10434,0.506,70.0,3,38.0
NRDY,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2026-02-26,18.0,Technology,improving,3,DJUSTC,0.9862,1.63,65.66,2.1875,121.81099168525655,4,10.0,,,-5.246920857394108,-1.19545,-0.014,0.0,0,38.0
YORW,35.0,🔵 MODERADA,0.0,100,31.22,0.0,0,,,,Utilities,improving,0,DJUSUT,33.565,34.67,3.29,34.0,1.2959928496946382,1,5.0,24.147482,,-6.587744891640866,0.08585,0.033,70.0,3,38.0
PFBX,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,21.01,23.11,10.0,,,0,0.0,24.717648,,,0.0481,-0.081,70.0,3,38.0
CABA,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-10,-90.0,Healthcare,improving,0,DJUSHC,3.025,8.23,171.98,13.125,333.8842975206612,8,25.0,,,-25.277448415231973,-1.01064,,70.0,3,38.0
SAIC,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,2025-12-04,-66.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,38.0
SMRT,35.0,🔵 MODERADA,0.0,100,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,1.65,1.77,7.12,1.725,4.545454545454564,2,20.0,,,-5.04498695219248,-0.25479,-0.106,35.0,0,38.0
RGCO,35.0,🔵 MODERADA,0.0,100,31.22,0.0,0,,2026-02-05,-3.0,Utilities,improving,0,DJUSUT,22.27,19.02,-14.61,22.7,1.930848675348007,1,35.0,17.816,,2.6651553305136977,0.113000005,0.109,70.0,3,38.0
FISV,37.5,🔵 MODERADA,0.0,100,50.0,10.000115392,1,Tiger Global Management,2026-02-10,2.0,,stable,0,,63.53,73.61,15.86,77.33333,21.72726271053047,27,50.0,10.020504,,,,,0.0,0,37.5
MAIA,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,1.925,7.13,270.26,12.135,530.3896103896103,2,0.0,,,-9.83659729506529,-26.91066,,40.0,1,36.0
IMRX,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-12,-88.0,Healthcare,improving,0,DJUSHC,5.125,11.4,122.5,17.16667,234.95941463414636,6,25.0,,,-8.385004463662346,-0.4375,,45.0,1,36.0
AUBN,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,25.4,27.1,6.69,,,0,0.0,12.211538,,,0.08642,-0.023,55.0,1,36.0
UUU,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,4.2,4.62,10.0,,,0,60.0,8.235294,,71.00794778857,0.26861998,-0.894,45.0,1,36.0
GTE,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,5.42,6.23,14.87,6.492,19.77859778597786,1,0.0,,,-16.963275051194184,-0.21906,-0.031,50.0,1,36.0
NEWT,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-28,79.0,Financial Services,declining,0,DJUSFI,13.025,15.66,20.27,17.0,30.51823416506718,5,31.25,5.814732,,,0.17442,0.03,50.0,1,36.0
HYPD,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-13,-87.0,Healthcare,improving,0,DJUSHC,3.93,5.88,49.49,5.875,49.49109414758268,2,40.0,,,-195.26804881824052,-0.6849,185.158,45.0,1,36.0
KFS,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,,,Consumer Cyclical,declining,0,DJUSGT,12.15,7.07,-41.81,,,0,30.0,,,2.720618661772924,-0.36534,0.319,40.0,1,36.0
FGBI,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,9.27,10.2,10.03,,,0,0.0,,,,-0.23281,0.034,50.0,1,36.0
TPL,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2026-02-18,10.0,Energy,improving,0,DJUSEN,425.17,382.34,-10.07,280.83334,-33.94798786367805,2,55.0,61.440754,,0.31539030935031576,0.3937,0.17,50.0,1,36.0
DGICA,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-02-19,11.0,Financial Services,declining,0,DJUSFI,19.03,23.79,25.0,21.0,10.352075669994743,1,40.0,7.7991805,,7.857968815267065,0.15104,-0.023,50.0,1,36.0
WERN,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2026-04-28,79.0,Industrials,stable,0,DJUSIG,33.66,35.85,6.5,34.66667,2.990701128936446,15,12.5,,,,-0.01594,-0.023,50.0,1,36.0
MNTR,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,0.077,,,,,0,16.67,,,-41.08909290167262,-0.17365,,45.0,1,36.0
IRIX,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-11,-89.0,Healthcare,improving,0,DJUSHC,1.33,1.6,20.15,3.0,125.5639097744361,1,25.0,,,2.719498165437691,-1.39294,0.078,50.0,1,36.0
DLPN,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,2025-11-12,-88.0,Communication Services,improving,0,DJUSTL,1.48,3.31,123.99,5.0,237.83783783783784,1,15.0,,,-0.9184455161933571,-0.55086,0.167,55.0,1,36.0
IBM,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-04-22,73.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
USIO,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2025-11-12,-88.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
LGL,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
NNUP,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,,,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5
GTLB,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-03-02,22.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
CPAY,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-02-04,-4.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
AVGO,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-03-04,24.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
FLYW,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
PAR,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
UPBD,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-02-19,11.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
AMPG,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
MU,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-03-18,38.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
SSGC,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
ALNT,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
SRCO,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
CMC,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,2026-03-19,39.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5
CNXC,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-03-25,45.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
FATN,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-02-02,-6.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
WS,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,2025-12-17,-53.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5
FMC,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,2026-04-29,80.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5
APCX,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5
EMAT,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,,,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5
APLE,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-02-23,15.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0
GOGO,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,,,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0
ADGM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0
UWHR,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0
PMT,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-04-21,72.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0
LOB,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-21,-18.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0
CRVO,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-11,-89.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0
BFS,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0
SRTS,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-12,4.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0
BBWI,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-03-04,24.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0
HSY,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,2026-04-30,81.0,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0
FMBM,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0
MMS,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2026-02-05,-3.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0
JMSB,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-22,73.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0
WMG,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,2026-02-05,-3.0,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0
ADVM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-14,-86.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0
FCNCA,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-23,74.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0
